term,label,definition
http://purl.obolibrary.org/obo/DDPHENO_0001523,increased resistance  to fluid shear stress,"Increased tolerance of  the normal, usual, or expected events during the cellular response to fluid shear stress."
http://purl.obolibrary.org/obo/DDPHENO_0000414,increased sensitivity to heat shock,"Decreased tolerance of the normal, usual, or expected events towards heat."
http://purl.obolibrary.org/obo/DDPHENO_0001064,decreased myosin light chain kinase activation,"Reduction in extent, amount, or degree of activation of myosin light chain kinase."
http://purl.obolibrary.org/obo/DDPHENO_0001536,aberrant nucleus organization,"Deviation from the normal, usual, or expected events during nucleus organization."
http://purl.obolibrary.org/obo/DDPHENO_0001077,aberrant slug migration,"Deviation from the normal, usual, or expected events during slug migration."
http://purl.obolibrary.org/obo/DDPHENO_0001371,increased upper cup size,Increase in relative or proportionate dimensions of the upper cup.
http://purl.obolibrary.org/obo/DDPHENO_0000262,decreased prestalk 0 cell differentiation,"Reduction in extent, amount, or degree of differentiation into prestalk 0 cells."
http://purl.obolibrary.org/obo/DDPHENO_0001384,decreased cytochrome C oxidase activity,"Reduction in extent, amount, or degree of cytochrome C oxidase activity."
http://purl.obolibrary.org/obo/DDPHENO_0001131,abolished taxis,Complete inability to respond to an external stimulus.
http://purl.obolibrary.org/obo/DDPHENO_0000022,aberrant production of siRNA involved in RNA interference,"Deviation from the normal, usual, or expected events during production of siRNA involved in RNA interference."
http://purl.obolibrary.org/obo/DDPHENO_0001309,abolished activation of Ran GTPase activity,Complete inability to activate Ran GTPase activity.
http://purl.obolibrary.org/obo/DDPHENO_0001397,increased period of cAMP wave formation,Extended duration for cAMP wave formation.
http://purl.obolibrary.org/obo/DDPHENO_0000288,decreased infection rate by a gram-negative pathogenic bacterium,"Reduction in extent, amount, or degree of the infection rate by a gram-negative pathogenic bacterium."
http://purl.obolibrary.org/obo/DDPHENO_0001144,aberrant regulation of Rap GTPase activity,"Deviation from the normal, usual, or expected events during the regulation of the activity of a Rap GTPase."
http://purl.obolibrary.org/obo/DDPHENO_0000035,abolished contractile vacuole discharge,Complete inability for contractile vacuole discharge.
http://purl.obolibrary.org/obo/DDPHENO_0000582,abolished sensitivity to cheating,Complete resistance to cheating when mixed with cheater cells.
http://purl.obolibrary.org/obo/DDPHENO_0001157,abolished cellulose biosynthesis,Complete inability for cellulose biosynthesis.
http://purl.obolibrary.org/obo/DDPHENO_0000048,increased phosphatidylinositol biosynthesis,Increase in amount or accumulation of  phosphatidylinositol biosynthesis.
http://purl.obolibrary.org/obo/DDPHENO_0001451,abolished phosphorylation of actin,Complete inability for actin phosphorylation.
http://purl.obolibrary.org/obo/DDPHENO_0000342,decreased membrane organization during endocytosis,"Decrease from the normal, usual, or expected plasma membrane organization during endocytosis."
http://purl.obolibrary.org/obo/DDPHENO_0001464,aberrant regulation of chemotaxis to cAMP in response to DIF-1,"Deviation from the normal, usual, or expected events during the regulation of the locomotory response to cAMP in response to DIF-1."
http://purl.obolibrary.org/obo/DDPHENO_0000355,abolished endocytic recycling,Complete inability of endocytic recycling.
http://purl.obolibrary.org/obo/DDPHENO_0001211,decreased translation,"Reduction in extent, amount, or degree of translation."
http://purl.obolibrary.org/obo/DDPHENO_0000102,increased number of aggregates,Quantitative increase in aggregates.
http://purl.obolibrary.org/obo/DDPHENO_0000190,aberrant negative regulation of chemorepellant activity,"Deviation from the normal, usual, or expected events during the negative regulation of chemorepellant activity."
http://purl.obolibrary.org/obo/DDPHENO_0001477,abolished histone H3-K9 methylation,Complete inability for methylation of histone H3 at lysine 9.
http://purl.obolibrary.org/obo/DDPHENO_0000368,delayed prestalk gene expression,Late onset or slower progression in the expression of prestalk genes.
http://purl.obolibrary.org/obo/DDPHENO_0001224,aberrant positive chemotaxis,"Deviation from the normal, usual, or expected events during the locomotory response guided by increasing chemical concentration gradient."
http://purl.obolibrary.org/obo/DDPHENO_0000115,aberrant substrate adhesion-dependent cell spreading,"Deviation from the normal, usual, or expected events during substrate adhesion-dependent cell spreading."
http://purl.obolibrary.org/obo/DDPHENO_0001237,aberrant lysosome organization and biogenesis,"Deviation from the normal, usual, or expected events during organelle organization and biogenesis."
http://purl.obolibrary.org/obo/DDPHENO_0000128,decreased socially cooperative development,Reduction in social cooperation during development.
http://purl.obolibrary.org/obo/DDPHENO_0001531,abolished negative regulation of vegetative growth,Complete inability to negatively regulate vegetative growth.
http://purl.obolibrary.org/obo/DDPHENO_0001072,delayed response to hypo-osmotic stress,Late onset or slower progression in the response to hypo-osmotic stress.
http://purl.obolibrary.org/obo/DDPHENO_0001085,increased number of rod-shaped mitochondria,"Quantitative increase in rod-shaped mitochondria. In Dictyostelium, cells have mitochondria of three different shapes: spherical, rod-like or tubular."
http://purl.obolibrary.org/obo/DDPHENO_0000270,increased number of tubular mitochondria,"Quantitative increase in tubular mitochondria. In Dictyostelium, cells have mitochondria of three different shapes: spherical, rod-like or tubular."
http://purl.obolibrary.org/obo/DDPHENO_0000448,increased pinocytosis,"Increase in extent, amount, or degree of pinocytosis."
http://purl.obolibrary.org/obo/DDPHENO_0001304,aberrant regulation of adenylate cyclase activity,"Deviation from the normal, usual, or expected events during the regulation of the activity of adenylate cyclase."
http://purl.obolibrary.org/obo/DDPHENO_0001098,increased DIF production,"Increase in extent, amount, or degree of DIF production."
http://purl.obolibrary.org/obo/DDPHENO_0001392,abolished protein localization to cytoplasm,Complete inability to localize a protein to the cytoplasm.
http://purl.obolibrary.org/obo/DDPHENO_0000030,abolished slug formation,Complete inability to form slugs during development.
http://purl.obolibrary.org/obo/DDPHENO_0001317,aberrant protein modification,"Deviation from the normal, usual, or expected during protein modification."
http://purl.obolibrary.org/obo/DDPHENO_0000296,decreased protein binding,"A reduction in extent, amount, or degree of binding to a protein."
http://purl.obolibrary.org/obo/DDPHENO_0001152,increased positive regulation of Rap GTPase activity,"Increase in extent, amount, or degree of positive regulation of Rap GTPase activity."
http://purl.obolibrary.org/obo/DDPHENO_0000043,decreased membrane ruffling,"Reduction in extent, amount, or degree of membrane ruffling."
http://purl.obolibrary.org/obo/DDPHENO_0001165,decreased prestalk B cell differentiation,"Reduction in extent, amount, or degree of differentiation into prestalk B cells."
http://purl.obolibrary.org/obo/DDPHENO_0000056,increased localization to cell cortex,Increase in amount or accumulation at the cell cortex.
http://purl.obolibrary.org/obo/DDPHENO_0000350,aberrant macropinocytosis,"Deviation from the normal, usual, or expected events during macropinocytosis."
http://purl.obolibrary.org/obo/DDPHENO_0000528,increased rate of endocytosis,"Increase in extent, amount, or degree of endocytosis."
http://purl.obolibrary.org/obo/DDPHENO_0001178,decreased pseudopod size,Increase in relative or proportionate dimensions of the pseudopod.
http://purl.obolibrary.org/obo/DDPHENO_0000069,decreased localization to cytoplasm,Reduction in amount or accumulation in the cytoplasm.
http://purl.obolibrary.org/obo/DDPHENO_0001472,aberrant inositol phosphate metabolic process,"Deviation from the normal, usual, or expected events during inositol phosphate metabolism."
http://purl.obolibrary.org/obo/DDPHENO_0000363,increased resistance to nocodazole,"Increase in extent, amount, or degree of resistance to nocodazole."
http://purl.obolibrary.org/obo/DDPHENO_0000110,abolished cellular localization,Complete inability to localize to a cellular compartment or structure.
http://purl.obolibrary.org/obo/DDPHENO_0001485,increased spindle stabilization,Increase in spindle stabilization.
http://purl.obolibrary.org/obo/DDPHENO_0000376,abolished filopodium formation,Complete inability to form pseudopods.
http://purl.obolibrary.org/obo/DDPHENO_0001232,increased protein secretion,"Increase in extent, amount, or degree of protein secretion."
http://purl.obolibrary.org/obo/DDPHENO_0000123,decreased cAMP-induced cGMP pulse,"Reduction in extent, amount, or degree of cGMP pulse in response to cAMP."
http://purl.obolibrary.org/obo/DDPHENO_0001498,decreased protein localization to cell surface,Reduction in amount or accumulation of a protein on the cell surface.
http://purl.obolibrary.org/obo/DDPHENO_0000389,increased sorus size,Increase in relative or proportionate dimensions of the sorus.
http://purl.obolibrary.org/obo/DDPHENO_0001245,aberrant cAMP wave formation,"Deviation from the normal, usual, or expected events during cAMP wave formation."
http://purl.obolibrary.org/obo/DDPHENO_0000136,decreased myosin II assembly,"Reduction in extent, amount, or degree of myosin II assembly."
http://purl.obolibrary.org/obo/DDPHENO_0000430,decreased pinocytosis,"Reduction in extent, amount, or degree of pinocytosis."
http://purl.obolibrary.org/obo/DDPHENO_0001080,abolished aggregation,Complete inability for aggregation.
http://purl.obolibrary.org/obo/DDPHENO_0000149,aberrant cytokinesis,"Deviation from the normal, usual, or expected events during cytokinesis."
http://purl.obolibrary.org/obo/DDPHENO_0001005,aberrant cellular metabolic process,"Deviation from the normal, usual, or expected events during cellular metabolism."
http://purl.obolibrary.org/obo/DDPHENO_0000443,decreased secretion of lysosomal enzyme,"Reduction in extent, amount, or degree of secretion of lysosomal enzyme."
http://purl.obolibrary.org/obo/DDPHENO_0001093,delayed response to DIF,Late onset or slower progression in the response to DIF.
http://purl.obolibrary.org/obo/DDPHENO_0000456,increased basal phosphorylated actin level,Increase in amount or accumulation of phosphorylated actin.
http://purl.obolibrary.org/obo/DDPHENO_0001312,abolished activation of Ras GTPase activity,Complete inability to activate Ras GTPase activity.
http://purl.obolibrary.org/obo/DDPHENO_0000203,increased number of microtubule-organizing centers,Quantitative increase in microtubule-organizing centers.
http://purl.obolibrary.org/obo/DDPHENO_0000291,abolished resistance to a gram-negative pathogenic bacterium,Complete inability for resisting any gram-negative pathogenic bacterium.
http://purl.obolibrary.org/obo/DDPHENO_0001325,abolished peptidyl-proline hydroxylation,Complete inability for peptidyl-proline  hydroxylation.
http://purl.obolibrary.org/obo/DDPHENO_0000216,aberrant spore coat morphology,"Deviation from the normal, usual, or expected morphology of the spore coat."
http://purl.obolibrary.org/obo/DDPHENO_0000510,aberrant stalk morphogenesis,"Deviation from the normal, usual, or expected events during stalk morphogenesis."
http://purl.obolibrary.org/obo/DDPHENO_0001160,abolished superoxide production,Complete inability for the production of superoxide.
http://purl.obolibrary.org/obo/DDPHENO_0000051,decreased response to hypo-osmotic stress,"Reduction in extent, amount, or degree of the response to hypo-osmotic stress."
http://purl.obolibrary.org/obo/DDPHENO_0001338,decreased protein localization,Reduction in amount or accumulation of a protein at a certain location.
http://purl.obolibrary.org/obo/DDPHENO_0000229,abolished negative regulation of chemorepellant activity,Complete inability of the negative regulation of chemorepellant activity.
http://purl.obolibrary.org/obo/DDPHENO_0000523,decreased chemotaxis to folate,"Reduction in extent, amount, or degree of chemotaxis in response to folate."
http://purl.obolibrary.org/obo/DDPHENO_0001173,aberrant aspidocyte differentiation,"Deviation from the normal, usual, or expected events during formation of aspidocytes."
http://purl.obolibrary.org/obo/DDPHENO_0000064,increased localization to coated pits,Increase in amount or accumulation at coated pits.
http://purl.obolibrary.org/obo/DDPHENO_0000536,increased intracellular glutamate level,Increase in amount or accumulation of intracellular glutamate.
http://purl.obolibrary.org/obo/DDPHENO_0001186,"increased intracellular 2,3-bisphosphoglycerate level","Increase in amount or accumulation of intracellular 2,3-bisphosphoglycerate."
http://purl.obolibrary.org/obo/DDPHENO_0000077,decreased fruiting body size,Reduction in relative or proportionate dimensions of the fruiting body.
http://purl.obolibrary.org/obo/DDPHENO_0001480,abolished calcium-independent cell-cell adhesion,Complete inability of calcium-independent cell-cell adhesion.
http://purl.obolibrary.org/obo/DDPHENO_0000371,decreased prespore gene expression,"Reduction in extent, amount, or degree of prespore gene expression."
http://purl.obolibrary.org/obo/DDPHENO_0000549,decreased stalk width,Having a relative thin stalk.
http://purl.obolibrary.org/obo/DDPHENO_0001405,abolished protein localization to coated pits,Complete inability to localize a protein to coated pits.
http://purl.obolibrary.org/obo/DDPHENO_0001199,decreased actin-dependent ATPase activity,"Reduction in extent, amount, or degree of decreased actin-dependent ATPase activity."
http://purl.obolibrary.org/obo/DDPHENO_0001493,aberrant mitochondrion distribution,"Deviation from the normal, usual, or expected events during mitochondrion distribution."
http://purl.obolibrary.org/obo/DDPHENO_0000384,aberrant sorus morphology,"Deviation from the normal, usual, or expected morphology of the sorus."
http://purl.obolibrary.org/obo/DDPHENO_0001240,decreased CRAC localization to the plasma membrane,Reduction in the ability for localization of CRAC (dagA) from the cytoplasm to the plasma membrane in response to a stimulus.
http://purl.obolibrary.org/obo/DDPHENO_0000131,increased secretion of counting factor (CF),"Increase in extent, amount, or degree of secretion of counting factor (CF)."
http://purl.obolibrary.org/obo/DDPHENO_0001418,aberrant cell cycle,"Deviation from the normal, usual, or expected cell cycle event."
http://purl.obolibrary.org/obo/DDPHENO_0000309,decreased SDF-1 production,"Reduction in extent, amount, or degree of production of SDF-1, a  peptide that promotes terminal spore differentiation."
http://purl.obolibrary.org/obo/DDPHENO_0001253,decreased MAP kinase activation,"Reduction in extent, amount, or degree of activation of a MAP kinase."
http://purl.obolibrary.org/obo/DDPHENO_0000397,aberrant cytoskeleton organisation,"Deviation from the normal, usual, or expected events during cytoskeleton organization."
http://purl.obolibrary.org/obo/DDPHENO_0000144,increased negative chemotaxis,"Increase in extent, amount, or degree of  chemotaxis towards a decreasing chemical concentration."
http://purl.obolibrary.org/obo/DDPHENO_0001266,decreased autophagic cell death,"Reduction in extent, amount, or degree of autophagic cell death."
http://purl.obolibrary.org/obo/DDPHENO_0000157,delayed tip formation,Late onset or slower progression through the formation of the tip.
http://purl.obolibrary.org/obo/DDPHENO_0001013,aberrant cell differentiation,"Deviation from the normal, usual, or expected events during cell differentiation."
http://purl.obolibrary.org/obo/DDPHENO_0000451,increased number of peripheral cells during sexual reproduction,Quantitative increase in peripheral cells during sexual reproduction.
http://purl.obolibrary.org/obo/DDPHENO_0001279,decreased autophagic vacuole formation,"Reduction in extent, amount, or degree of autophagic vacuole formation."
http://purl.obolibrary.org/obo/DDPHENO_0001320,decreased peptidyl-proline modification,Reduction in level of modification of proline residues on a peptide.
http://purl.obolibrary.org/obo/DDPHENO_0001026,aberrant ion transport,"Deviation from the normal, usual, or expected events during ion transport."
http://purl.obolibrary.org/obo/DDPHENO_0000464,aberrant localization to contractile vacuole,"Deviation from the normal, usual, or expected localization to contractile vacuole."
http://purl.obolibrary.org/obo/DDPHENO_0000211,aberrant cellular response to nitrogen starvation,"Deviation from the normal, usual, or expected events during the cellular response to nitrogen starvation."
http://purl.obolibrary.org/obo/DDPHENO_0001039,aberrant cellular response to starvation,"Deviation from the normal, usual, or expected events during the cellular response to starvation."
http://purl.obolibrary.org/obo/DDPHENO_0000477,decreased lateral pseudopod traction,"Reduction in extent, amount, or degree of traction of lateral pseudopods."
http://purl.obolibrary.org/obo/DDPHENO_0001333,decreased catalase activity,"Reduction in extent, amount, or degree of catalase activity."
http://purl.obolibrary.org/obo/DDPHENO_0001346,increased protein tyrosine phosphorylation,Increase in amount or accumulation of tyrosine phosphorylation of a protein.
http://purl.obolibrary.org/obo/DDPHENO_0000237,decreased cell death,"Reduction in extent, amount, or degree of cell death."
http://purl.obolibrary.org/obo/DDPHENO_0000531,increased contractile vacuole size,Increase in relative or proportionate dimensions of the contractile vacuole.
http://purl.obolibrary.org/obo/DDPHENO_0001181,delayed pseudopod formation,Late onset or slower progression during pseudopod formation.
http://purl.obolibrary.org/obo/DDPHENO_0000072,increased localization to microtubule organizing center,Increase in amount or accumulation at the microtubule organizing center.
http://purl.obolibrary.org/obo/DDPHENO_0001359,abolished outer basal disc formation,Complete absence of the outer basal disc.
http://purl.obolibrary.org/obo/DDPHENO_0001106,decreased lysosomal enzyme activity,"Reduction in extent, amount, or degree of activity of lysosomal enzyme."
http://purl.obolibrary.org/obo/DDPHENO_0001400,abolished protein localization to microtubule organizing center,Complete inability to localize a protein to the microtubule organizing center.
http://purl.obolibrary.org/obo/DDPHENO_0000544,abolished iron ion transport,Complete inability to transport iron.
http://purl.obolibrary.org/obo/DDPHENO_0001194,increased infection rate by a microorganism,"Increase in extent, amount, or degree of the infection rate by a microorganism."
http://purl.obolibrary.org/obo/DDPHENO_0000085,increased localization to nucleus,Increase in amount or accumulation in the nucleus.
http://purl.obolibrary.org/obo/DDPHENO_0001119,aberrant regulation of protein kinase activity,"Deviation from the normal, usual, or expected events during the regulation of protein kinase activity."
http://purl.obolibrary.org/obo/DDPHENO_0000557,abolished contractile vacuole dissociation from plasma membrane,Complete inability of contractile vacuole dissociation from plasma membrane after discharge.
http://purl.obolibrary.org/obo/DDPHENO_0001413,decreased protein localization to pseudopodium,Reduction in amount or accumulation of a protein in pseudopodia.
http://purl.obolibrary.org/obo/DDPHENO_0000304,increased membrane ruffling,"Increase in extent, amount, or degree of membrane ruffling."
http://purl.obolibrary.org/obo/DDPHENO_0000098,aberrant prestalk A cell differentiation,"Deviation from the normal, usual, or expected events during differentiation of prestalk A cells."
http://purl.obolibrary.org/obo/DDPHENO_0000392,decreased cell polarity,"Reduction in extent, amount, or degree of cell polarity."
http://purl.obolibrary.org/obo/DDPHENO_0001426,increased number of centrosomes,Quantitative increase in centrosomes.
http://purl.obolibrary.org/obo/DDPHENO_0000317,abolished response to SDF-1,"Complete inability for the response to SDF-1, a  peptide that promotes terminal spore differentiation."
http://purl.obolibrary.org/obo/DDPHENO_0001261,decreased cAMP binding,"A reduction in extent, amount, or degree of binding to cAMP."
http://purl.obolibrary.org/obo/DDPHENO_0000152,increased chemorepellant activity,"Increase in extent, amount, or degree of  chemorepellant activity."
http://purl.obolibrary.org/obo/DDPHENO_0001439,decreased necrotic cell death,"Reduction in extent, amount, or degree of necrotic cell death."
http://purl.obolibrary.org/obo/DDPHENO_0001274,abolished phagocytosis,Complete inability for phagocytosis.
http://purl.obolibrary.org/obo/DDPHENO_0000165,increased stalk length,Having a relative long stalk.
http://purl.obolibrary.org/obo/DDPHENO_0001021,aberrant negative regulation of stalk cell differentiation,"Deviation from the normal, usual, or expected events during negative regulation of stalk cell differentiation."
http://purl.obolibrary.org/obo/DDPHENO_0001287,increased guanylyl cyclase activity,"Increase in extent, amount, or degree of guanylyl cyclase activity."
http://purl.obolibrary.org/obo/DDPHENO_0000178,precocious tip formation,Early onset or faster progression through tip formation.
http://purl.obolibrary.org/obo/DDPHENO_0001034,aberrant cellular response to stress,"Deviation from the normal, usual, or expected events during the cellular response to stress."
http://purl.obolibrary.org/obo/DDPHENO_0000472,aberrant regulation of protein modification,"Deviation from the normal, usual, or expected events during the regulation of protein modification."
http://purl.obolibrary.org/obo/DDPHENO_0001506,aberrant defense response to a microorganism,"Deviation from the normal, usual, or expected response to the presence of a microorganism that acts to protect the cell."
http://purl.obolibrary.org/obo/DDPHENO_0001047,aberrant transport,"Deviation from the normal, usual, or expected events during transport."
http://purl.obolibrary.org/obo/DDPHENO_0001341,increased protein localization to nucleus,Increase in amount or accumulation of a protein in the nucleus.
http://purl.obolibrary.org/obo/DDPHENO_0000232,decreased spore germination,"Reduction in extent, amount, or degree of spore germination."
http://purl.obolibrary.org/obo/DDPHENO_0001519,decreased mitochondrial fission,Quantitative reduction of mitochondrial fission.
http://purl.obolibrary.org/obo/DDPHENO_0000498,abolished autophagic vacuole formation,Complete inability to form autophagic vacuoles.
http://purl.obolibrary.org/obo/DDPHENO_0001354,aberrant basal disc formation,"Deviation from the normal, usual, or expected during the formation of the basal disc."
http://purl.obolibrary.org/obo/DDPHENO_0000245,decreased double-strand break repair,"Reduction in extent, amount, or degree of double strand break DNA repair."
http://purl.obolibrary.org/obo/DDPHENO_0001101,abolished chemotaxis to cAMP,Complete inability for chemotaxis in response to cAMP.
http://purl.obolibrary.org/obo/DDPHENO_0000080,abolished localization to nuclear envelope,Complete inability to localize to the nuclear envelope.
http://purl.obolibrary.org/obo/DDPHENO_0001367,abolished lower cup formation,Complete inability to form a lower cup.
http://purl.obolibrary.org/obo/DDPHENO_0001114,abolished gene expression,Complete inability for expression of genes.
http://purl.obolibrary.org/obo/DDPHENO_0000552,abolished contractile vacuole organization and biogenesis,Complete inability to form a functional contractile vacuole.
http://purl.obolibrary.org/obo/DDPHENO_0000005,aberrant autophagy,"Deviation from the normal, usual, or expected events during autophagy."
http://purl.obolibrary.org/obo/DDPHENO_0000093,abolished localization to pseudopodium,Complete inability to localize to pseudopodia.
http://purl.obolibrary.org/obo/DDPHENO_0001127,decreased phototaxis,"Reduction in extent, amount, or degree of phototaxis."
http://purl.obolibrary.org/obo/DDPHENO_0000565,increased endoplasmic reticulum membrane accumulation,Quantitative increase in endoplasmic reticulum membrane accumulation.
http://purl.obolibrary.org/obo/DDPHENO_0000018,abolished transitive RNA interference,Complete inability for transitive RNA interference.
http://purl.obolibrary.org/obo/DDPHENO_0001421,decreased spindle stabilization,Reduction in spindle stabilization.
http://purl.obolibrary.org/obo/DDPHENO_0000312,abolished MPBD production,"Complete inability for the production of MPBD, a polyketide."
http://purl.obolibrary.org/obo/DDPHENO_0000578,increased double-strand break repair via nonhomologous end joining,"Increased tolerance of the normal, usual, or expected events in double-strand break repair of DNA nonhomologous end joining."
http://purl.obolibrary.org/obo/DDPHENO_0001434,abolished histone deacetylase activity,Complete absence of histone deacetylase activity.
http://purl.obolibrary.org/obo/DDPHENO_0000160,increased slug size,Increase in relative or proportionate dimensions of the slug.
http://purl.obolibrary.org/obo/DDPHENO_0001447,abolished F-actin depolymerization,Complete inability to depolymerize actin into F-actin.
http://purl.obolibrary.org/obo/DDPHENO_0000338,abolished electrotaxis,Complete inability of  electrotaxis in response to an electrical field.
http://purl.obolibrary.org/obo/DDPHENO_0001282,increased adenylate cyclase activity,"Increase in extent, amount, or degree of adenylate cyclase activity."
http://purl.obolibrary.org/obo/DDPHENO_0000173,precocious spore germination,Early onset or faster progression of spores through germination.
http://purl.obolibrary.org/obo/DDPHENO_0001207,decreased lysosome size,Decrease in relative or proportionate dimensions of the lysosome.
http://purl.obolibrary.org/obo/DDPHENO_0001501,decreased protein stabilization,"Reduction in extent, amount, or degree of protein stabilization."
http://purl.obolibrary.org/obo/DDPHENO_0001295,abolished guanylyl cyclase activity,Complete absence of guanylyl cyclase activity.
http://purl.obolibrary.org/obo/DDPHENO_0001042,aberrant cellular component organization or biogenesis,"Deviation from the normal, usual, or expected events during  cellular component organization or biogenesis."
http://purl.obolibrary.org/obo/DDPHENO_0000480,aberrant cAMP signaling,"Deviation from the normal, usual, or expected events during cAMP signaling."
http://purl.obolibrary.org/obo/DDPHENO_0001514,aberrant protein localization to microtubules,"Deviation from the normal, usual, or expected events during localization of a protein to the microtubules."
http://purl.obolibrary.org/obo/DDPHENO_0000405,increased phagocytosis,"Increase in extent, amount, or degree of phagocytosis."
http://purl.obolibrary.org/obo/DDPHENO_0000493,abolished CRAC localization to the plasma membrane,Complete inability for translocation of CRAC (dagA) from the cytoplasm to the plasma membrane in response to a stimulus.
http://purl.obolibrary.org/obo/DDPHENO_0000240,increased DNA mediated transformation,"Increase in extent, amount, or degree of DNA mediated transformation."
http://purl.obolibrary.org/obo/DDPHENO_0001527,aberrant prestalk U differentiation,"Deviation from the normal, usual, or expected events during differentiation of prestalk U cells."
http://purl.obolibrary.org/obo/DDPHENO_0001068,aberrant response to hypo-osmotic stress,"Deviation from the normal, usual, or expected events during the response to hypo-osmotic stress."
http://purl.obolibrary.org/obo/DDPHENO_0001362,decreased outer basal disc size,Reduction in relative or proportionate dimensions of the outer basal disc.
http://purl.obolibrary.org/obo/DDPHENO_0000253,aberrant negative regulation of mitochondrial membrane potential,"Deviation from the normal, usual, or expected events during negative regulation of  the electric potential existing across the mitochondrial membrane arising from charges in the membrane itself and from the charges present in the media on either side of the membrane."
http://purl.obolibrary.org/obo/DDPHENO_0001375,aberrant cellular homeostasis,"Deviation from the normal, usual, or expected events during cellular homeostasis."
http://purl.obolibrary.org/obo/DDPHENO_0001122,aberrant chemotaxis,"Deviation from the normal, usual, or expected events during the locomotory response to a chemical concentration gradient."
http://purl.obolibrary.org/obo/DDPHENO_0000560,aberrant endosomal vesicle fusion,"Deviation from the normal, usual, or expected events during homotypic fusion of endocytic vesicles to form or add to an early endosome."
http://purl.obolibrary.org/obo/DDPHENO_0001388,increased CRAC localization to the plasma membrane,Increase in the ability for localization of CRAC (dagA) from the cytoplasm to the plasma membrane in response to a stimulus.
http://purl.obolibrary.org/obo/DDPHENO_0000279,increased infection rate by a pathogenic bacterium,"Increase in extent, amount, or degree of the infection rate by a pathogenic bacterium."
http://purl.obolibrary.org/obo/DDPHENO_0001135,abolished chemoattractant-mediated F-actin polymerization,Complete inability for F-actin polymerization in response to chemoattractants.
http://purl.obolibrary.org/obo/DDPHENO_0000026,development arrests at mound stage,Development cannot progress past the mound stage.
http://purl.obolibrary.org/obo/DDPHENO_0000573,abolished double-strand break repair via homologous recombination,Complete inability for double strand break repair of DNA via homologous recombination.
http://purl.obolibrary.org/obo/DDPHENO_0000320,aberrant polysaccharide binding,"Deviation from the normal, usual, or expected binding  a polysaccharide."
http://purl.obolibrary.org/obo/DDPHENO_0001148,increased positive regulation of Rac GTPase activity,"Increase in extent, amount, or degree of positive regulation of Rac GTPase activity."
http://purl.obolibrary.org/obo/DDPHENO_0000039,aberrant plasma membrane organization and biogenesis,"Deviation from the normal, usual, or expected events during plasma membrane organization and biogenesis."
http://purl.obolibrary.org/obo/DDPHENO_0001442,decreased cell fate commitment,"Reduction in extent, amount, or degree when committing cells for a specific fate in their normal environment."
http://purl.obolibrary.org/obo/DDPHENO_0000333,increased folic acid binding,"Increased in extent, amount, or degree of binding to folic acid."
http://purl.obolibrary.org/obo/DDPHENO_0001455,aberrant intracellular pH level,"Deviation from the normal, usual, or expected regulation of the intracellular pH level."
http://purl.obolibrary.org/obo/DDPHENO_0000346,decreased protein kinase activity,"Reduction in extent, amount, or degree of protein kinase activity."
http://purl.obolibrary.org/obo/DDPHENO_0001290,"abolished 3',5'-cyclic-AMP phosphodiesterase activity","Complete absence of 3',5'-cyclic-AMP phosphodiesterase activity."
http://purl.obolibrary.org/obo/DDPHENO_0000181,abolished slug migration,Complete inability for slugs to migrate.
http://purl.obolibrary.org/obo/DDPHENO_0001468,increased microtubule nucleation,Increase in amount or rate of microtubule nucleation.
http://purl.obolibrary.org/obo/DDPHENO_0000359,increased response to cAMP,"Increase in extent, amount, or degree of  response to cAMP."
http://purl.obolibrary.org/obo/DDPHENO_0001215,increased calcium-dependent cell-cell adhesion,"Increase in extent, amount, or degree of calcium-dependent cell-cell adhesion."
http://purl.obolibrary.org/obo/DDPHENO_0000400,increased chemotaxis rate,"Increase in extent, amount, or degree of chemotaxis rate during the locomotory response to a chemical concentration gradient."
http://purl.obolibrary.org/obo/DDPHENO_0001050,abolished bleb formation,Complete inability to form blebs.
http://purl.obolibrary.org/obo/DDPHENO_0001228,aberrant detection of prestarvation factor,"Deviation from the normal, usual, or expected events during the detection of prestarvation factor (PSF) found in conditioned media (CM)."
http://purl.obolibrary.org/obo/DDPHENO_0000119,increased substrate adhesion-dependent cell spreading,"Increase in extent, amount, or degree of substrate adhesion-dependent cell spreading."
http://purl.obolibrary.org/obo/DDPHENO_0001522,increased sensitivity to fluid shear stress,"Decreased tolerance of  the normal, usual, or expected events during the cellular response to fluid shear stress."
http://purl.obolibrary.org/obo/DDPHENO_0000413,aberrant microtubule cytoskeleton organization,"Deviation from the normal, usual, or expected events during organization of the microtubule cytoskeleton."
http://purl.obolibrary.org/obo/DDPHENO_0001063,abolished myosin light chain kinase activation,Complete inability for activation of myosin light chain kinase upon stimulus.
http://purl.obolibrary.org/obo/DDPHENO_0001535,decreased phagosomal proteolysis,"Reduction in extent, amount, or degree of phagosomal proteolysis."
http://purl.obolibrary.org/obo/DDPHENO_0001076,abolished prestalk A cell differentiation,Complete inability for differentiation of prestalk A cells.
http://purl.obolibrary.org/obo/DDPHENO_0001370,decreased lower cup size,Reduction in relative or proportionate dimensions of the lower cup.
http://purl.obolibrary.org/obo/DDPHENO_0000261,abolished prestalk cell differentiation in response to DIF-1,Complete inability for prestalk cell differentiation in response to DIF-1.
